1525787156,5000,33200.1,33494.8
1525787156,100000,33149.6,33729.7
1525787202,5000,33200.1,33491.7
1525787202,100000,33149.6,33724.6
1525787248,5000,33200.1,33492.2
1525787248,100000,33149.6,33727.4
1525787295,5000,33207.7,33522.0
1525787295,100000,33151.6,33732.6
1525787340,5000,33207.7,33620.0
1525787340,100000,33151.6,33742.9
1525787385,5000,33208.9,33625.6
1525787385,100000,33147.7,33748.1
1525787431,5000,33213.3,33619.6
1525787431,100000,33148.8,33745.0
1525787477,5000,33213.3,33620.0
1525787477,100000,33148.8,33745.0
1525787523,5000,33216.3,33620.0
1525787523,100000,33149.5,33745.0
1525787570,5000,33200.0,33500.0
1525787570,100000,33128.3,33664.7
1525787615,5000,33250.0,33609.2
1525787615,100000,33168.2,33671.9
1525787661,5000,33250.0,33609.2
1525787661,100000,33167.6,33671.9
1525787707,5000,33400.0,33616.7
1525787707,100000,33201.0,33679.3
1525787752,5000,33400.0,33616.9
1525787752,100000,33201.0,33679.8
1525787799,5000,33400.0,33615.6
1525787799,100000,33214.3,33678.6
1525787844,5000,33415.0,33615.6
1525787844,100000,33259.7,33678.6
1525787890,5000,33400.0,33615.8
1525787890,100000,33208.1,33678.9
1525787937,5000,33310.6,33616.0
1525787937,100000,33197.8,33679.2
1525787982,5000,33304.3,33616.0
1525787982,100000,33195.7,33679.2
1525788028,5000,33300.0,33598.0
1525788028,100000,33194.0,33672.3
1525788074,5000,33150.6,33598.0
1525788074,100000,33112.3,33672.5
1525788119,5000,33152.9,33598.5
1525788119,100000,33112.5,33678.0
1525788165,5000,33153.3,33598.5
1525788165,100000,33112.1,33677.8
1525788211,5000,33200.0,33570.4
1525788211,100000,33119.1,33670.4
1525788256,5000,33200.0,33599.0
1525788256,100000,33119.5,33669.8
1525788303,5000,33200.0,33497.0
1525788303,100000,33126.5,33727.0
1525788349,5000,33200.1,33497.0
1525788349,100000,33120.5,33729.9
1525788395,5000,33200.0,33626.7
1525788395,100000,33139.9,33782.6
1525788441,5000,33201.0,33626.7
1525788441,100000,33133.4,33782.6
1525788487,5000,33202.0,33626.6
1525788487,100000,33138.2,33782.6
1525788533,5000,33202.0,33626.7
1525788533,100000,33136.4,33782.6
1525788579,5000,33250.0,33626.7
1525788579,100000,33145.6,33782.6
1525788624,5000,33250.0,33626.7
1525788624,100000,33145.5,33782.6
1525788669,5000,33250.0,33500.0
1525788669,100000,33140.7,33773.9
1525788716,5000,33251.0,33644.8
1525788716,100000,33164.1,33791.2
1525788761,5000,33250.2,33644.5
1525788761,100000,33162.7,33790.5
1525788806,5000,33250.0,33643.9
1525788806,100000,33159.1,33789.0
1525788852,5000,33250.0,33638.6
1525788852,100000,33157.7,33787.5
1525788903,5000,33251.0,33638.5
1525788903,100000,33162.6,33786.2
1525788949,5000,33251.0,33613.7
1525788949,100000,33152.8,33762.9
1525788994,5000,33251.0,33612.6
1525788994,100000,33153.0,33762.8
1525789039,5000,33204.0,33250.0
1525789039,100000,33136.2,33250.0
1525789085,5000,33204.0,33250.0
1525789085,100000,33132.9,33250.0
1525789131,5000,33204.0,33250.0
1525789131,100000,33130.3,33250.0
1525789177,5000,33204.1,33250.0
1525789177,100000,33140.2,33250.0
1525789223,5000,33204.1,33250.0
1525789223,100000,33140.2,33250.0
1525789269,5000,33204.1,33250.0
1525789269,100000,33140.0,33250.0
1525789314,5000,33204.1,33250.0
1525789314,100000,33139.6,33250.0
1525789361,5000,33204.1,33250.0
1525789361,100000,33139.6,33250.0
1525789407,5000,33204.1,33250.0
1525789407,100000,33141.9,33250.0
1525789453,5000,33204.1,33250.0
1525789453,100000,33141.9,33250.0
1525789498,5000,33204.1,33250.0
1525789498,100000,33141.9,33250.0
1525789544,5000,33249.0,33250.0
1525789544,100000,33182.1,33284.5
1525789589,5000,33250.0,33250.0
1525789589,100000,33249.5,33284.8
1525789635,5000,33250.0,33250.0
1525789635,100000,33181.8,33278.4
1525789680,5000,33250.1,33495.0
1525789680,100000,33125.0,33735.5
1525789727,5000,33250.1,33495.0
1525789727,100000,33117.7,33741.1
1525789772,5000,33250.1,33495.0
1525789772,100000,33117.7,33735.5
1525789820,5000,33250.1,33495.0
1525789820,100000,33117.7,33731.9
1525789865,5000,33250.1,33490.0
1525789865,100000,33115.1,33721.6
1525789911,5000,33250.1,33490.0
1525789911,100000,33121.8,33680.4
1525789957,5000,33107.0,33490.0
1525789957,100000,33104.5,33679.7
1525790003,5000,33107.0,33490.0
1525790003,100000,33104.5,33672.7
1525790049,5000,33107.2,33479.9
1525790049,100000,33104.6,33680.1
1525790094,5000,33107.1,33449.6
1525790094,100000,33104.6,33669.9
1525790140,5000,33107.0,33487.4
1525790140,100000,33103.6,33683.6
1525790186,5000,33107.3,33465.6
1525790186,100000,33103.7,33662.5
1525790232,5000,33150.0,33488.7
1525790232,100000,33123.3,33658.9
1525790278,5000,33153.5,33492.4
1525790278,100000,33124.9,33665.6
1525790324,5000,33150.0,33492.4
1525790324,100000,33115.0,33665.6
1525790374,5000,33150.0,33492.4
1525790374,100000,33115.7,33665.8
1525790420,5000,33150.0,33397.9
1525790420,100000,33115.7,33660.6
1525790465,5000,33150.0,33456.7
1525790465,100000,33115.8,33661.2
1525790512,5000,33150.0,33456.7
1525790512,100000,33121.0,33661.2
1525790557,5000,33150.4,33400.3
1525790557,100000,33121.3,33659.2
1525790603,5000,33150.2,33401.2
1525790603,100000,33121.2,33659.5
1525790649,5000,33150.0,33398.2
1525790649,100000,33115.3,33658.5
1525790695,5000,33150.0,33398.2
1525790695,100000,33115.3,33658.5
1525790741,5000,33150.0,33398.2
1525790741,100000,33115.3,33658.5
1525790787,5000,33150.0,33495.0
1525790787,100000,33121.1,33675.8
1525790834,5000,33150.9,33568.6
1525790834,100000,33121.5,33678.8
1525790880,5000,33150.0,33495.0
1525790880,100000,33115.5,33675.8
1525790927,5000,33150.0,33437.0
1525790927,100000,33115.1,33667.0
1525790972,5000,33150.0,33460.2
1525790972,100000,33113.9,33611.9
1525791018,5000,33150.0,33461.8
1525791018,100000,33113.9,33576.8
1525791063,5000,33150.0,33462.2
1525791063,100000,33113.9,33576.9
1525791111,5000,33150.0,33489.6
1525791111,100000,33114.3,33582.1
1525791157,5000,33160.9,33489.6
1525791157,100000,33117.0,33582.1
1525791203,5000,33206.1,33489.6
1525791203,100000,33109.9,33582.1
1525791245,5000,33162.6,33490.0
1525791245,100000,33109.5,33583.1
1525791298,5000,33228.7,33490.0
1525791298,100000,33130.5,33582.8
1525791343,5000,33227.7,33490.0
1525791343,100000,33129.4,33581.3
1525791388,5000,33227.8,33490.0
1525791388,100000,33129.6,33581.6
1525791434,5000,33228.4,33489.0
1525791434,100000,33130.1,33582.1
1525791480,5000,33255.0,33489.0
1525791480,100000,33178.6,33582.3
1525791526,5000,33255.0,33489.0
1525791526,100000,33178.6,33574.6
1525791573,5000,33255.0,33489.6
1525791573,100000,33178.9,33583.2
1525791620,5000,33262.1,33483.6
1525791620,100000,33179.6,33582.7
1525791666,5000,33301.0,33483.3
1525791666,100000,33223.4,33582.7
1525791713,5000,33301.0,33483.9
1525791713,100000,33223.4,33583.3
1525791759,5000,33301.0,33486.4
1525791759,100000,33222.8,33673.0
1525791805,5000,33300.0,33486.4
1525791805,100000,33210.6,33673.0
1525791850,5000,33300.0,33521.3
1525791850,100000,33210.7,33679.5
1525791896,5000,33309.7,33521.3
1525791896,100000,33221.1,33678.3
1525791942,5000,33309.1,33521.3
1525791942,100000,33220.8,33678.3
1525791988,5000,33309.1,33522.9
1525791988,100000,33220.8,33671.8
1525792035,5000,33309.1,33493.0
1525792035,100000,33220.8,33668.2
1525792080,5000,33309.6,33492.5
1525792080,100000,33220.9,33665.9
1525792126,5000,33309.1,33491.3
1525792126,100000,33220.8,33665.7
1525792173,5000,33306.8,33531.8
1525792173,100000,33219.7,33674.2
1525792219,5000,33306.8,33531.8
1525792219,100000,33200.5,33674.2
1525792265,5000,33334.0,33531.8
1525792265,100000,33242.6,33674.2
1525792310,5000,33334.0,33531.8
1525792310,100000,33242.5,33674.2
1525792358,5000,33334.0,33532.1
1525792358,100000,33294.7,33674.2
1525792405,5000,33334.0,33528.0
1525792405,100000,33293.9,33665.6
1525792450,5000,33334.0,33528.0
1525792450,100000,33292.1,33665.6
1525792496,5000,33334.0,33536.0
1525792496,100000,33292.1,33668.5
1525792542,5000,33334.0,33545.9
1525792542,100000,33292.1,33670.9
1525792588,5000,33334.0,33545.9
1525792588,100000,33292.1,33675.5
1525792634,5000,33334.0,33493.8
1525792634,100000,33292.1,33597.0
1525792679,5000,33334.0,33493.8
1525792679,100000,33292.1,33596.9
1525792725,5000,33334.0,33493.8
1525792725,100000,33292.1,33596.9
1525792770,5000,33334.0,33493.3
1525792770,100000,33281.4,33592.6
1525792815,5000,33334.0,33493.3
1525792815,100000,33281.4,33592.6
1525792861,5000,33334.0,33493.3
1525792861,100000,33281.4,33592.6
1525792906,5000,33334.0,33493.3
1525792906,100000,33290.4,33630.2
1525792951,5000,33334.0,33493.3
1525792951,100000,33290.4,33630.8
1525792997,5000,33334.0,33493.3
1525792997,100000,33290.4,33630.8
1525793042,5000,33334.0,33493.3
1525793042,100000,33290.4,33630.8
1525793088,5000,33334.0,33493.0
1525793088,100000,33290.4,33607.7
